id;name;website;description
1651;Länsförsäkringar Bank;https://www.lansforsakringar.se;Länsförsäkringsgruppen består av 23 lokala och kundägda länsförsäkringsbolag som tillsammans äger Länsförsäkringar AB i Stockholm. Genom dotterbolag som Agria och LF Finans erbjuder gruppen helhetslösningar inom bank, försäkring, fastighetsförmedling, djurförsäkring och finansiering. Länsförsäkringars framgång bygger på balansen mellan lokalt och gemensamt med fokus på att skapa trygghet för människor och samhällen.
2135;Omniarch AB;https://omniarch.se;Omniarch är en tillväxtbyrå för e-handel och digital affärsutveckling som maximerar digitala potentialen längs hela kundresan. Med expertis som spänner från styrelserum till operativ excellens levererar Omniarch strategisk rådgivning och best-practice för att överträffa kunders förväntningar. Företaget kombinerar strategisk skärpa med operativ finess för hållbar digital tillväxt.
1177;Microsoft;https://www.microsoft.com/sv-se;Microsofts uppdrag är att ge varje person och varje företag på planeten möjlighet att uppnå mer genom öppen och flexibel molnteknik. Företaget erbjuder produkter och tjänster som Microsoft 365, Copilot, Teams, Azure, Windows och Surface för både hem och företag. Microsoft Azure-plattformen möjliggör innovation, kostnadsbesparingar och ökad organisationseffektivitet genom cloud computing.
1594;Vectorboard AI;https://vectorboard.ai;Vectorboard är ett open source-ramverk för hyperparameter-optimering och evaluering av RAG embeddings. Plattformen automatiserar parametertuning och algorithmval med realtidsanalys för att hjälpa utvecklare fatta informerade beslut omedelbart. Vectorboard sparar tid, pengar och eliminerar manuell tweaking genom att förvandla AI-utmaningar till optimeringar.
1321;Svea AI;https://sveaai.se/;Svea AI skapar svenska AI-chatbotar för både hemsida och SMS som är tillgängliga 24/7 för att svara på kundfrågor. Utöver chattar erbjuder de en AI-assistent för e-post som läser, klassar, prioriterar och kan svara automatiskt enligt kundens regler samt skapa ärenden i CRM/helpdesk. Svea AI bygger också in specialfunktioner som bokningssystem och formulär med i princip obegränsade möjligheter.
2105;Quantic Ceos New Media;quantic.se;Quantic hjälper svenska företag att koppla samman system, leda framgångsrika IT-projekt och fatta rätt IT-beslut. Företaget gör IT till en tillgång istället för en utmaning genom att erbjuda IT-strategi och digital utveckling. Quantic kombinerar senior expertis med kreativ problemlösning för att bygga lösningar som skapar mätbara resultat och driver digital transformation.
1735;Agido Management Consulting AB;agido.se;Agido är ett växande managementkonsultbolag som leder förändring genom nära samarbete och senior expertis inom verksamhetsutveckling och systemimplementation. Företagets seniora konsulter arbetar nära kunder för att lösa komplexa utmaningar genom att integrera nya arbetsmetoder, anpassa strukturer och implementera digitala lösningar. Agido värderar integritet, nyfikenhet och engagemang för att skapa effektivare organisationer och ett välmående samhälle.
1435;Responsr;https://responsr.io/;Responsr stärker kundupplevelsen genom att ge företag ovärdeliga insikter om sina kunder via ett smidigt kundundersökningsverktyg. Plattformen gör det enkelt att samla in värdefull feedback och mäta kundnöjdhet, vilket är avgörande för företagets framgång. Responsr hjälper företag att förbättra sina erbjudanden och relationer genom datadriven förståelse av kundernas behov.
2045;Uppsala Kommun;https://www.uppsala.se/;Uppsala kommun underlättar Uppsalabornas vardag genom att driva allt från skolor och äldreomsorg till räddningstjänst, bibliotek och renhållning. Med en värdegrund som bygger på att göra skillnad, arbeta tillsammans och välkomna nyskapande erbjuder kommunen en arbetsplats med plats för delaktighet, engagemang och arbetsglädje. Uppsala kommun arbetar för en balanserad och meningsfull arbetsmiljö för sina medarbetare.
1657;Vitec Software group;https://www.vitecsoftware.com/;Vitec är ledande inom vertical software med ursprung och huvudkontor i Umeå och utvecklar standardprogram för olika nischer som apotek, banker, fastigheter och sjukvård. Företaget har en entreprenöriell bakgrund och fokuserar på samhällsnyttiga och verksamhetskritiska produkter med varumärkeslöftet "To rely on today and tomorrow". Många verksamheter är beroende av Vitecs lösningar för sin dagliga drift.
1322;Volvo Group;https://www.volvogroup.com/se/;Volvokoncernen är en av världens ledande tillverkare av lastbilar, bussar, anläggningsmaskiner och marin- och industrimotorer med huvudkontor i Göteborg. Med cirka 100 000 anställda, produktionsanläggningar i 18 länder och försäljning i över 190 marknader levererar koncernen kompletta lösningar för finansiering och service. Volvokoncernens 14 varumärken representerar innovation och kvalitet inom transport och infrastruktur.
1562;Handelsbanken;handelsbanken.se;Handelsbanken är Europas säkraste kommersiella bank med rötter i lokala communities i Sverige, Nederländerna, Norge och Storbritannien. Med 12 000 anställda erbjuder banken personlig finansiell rådgivning baserad på individuella kundbehov genom både digitala och fysiska mötesplatser. Handelsbankens affärsmodell bygger på tillit, respekt och att ge medarbetare ansvar och beslutsmakt nära kunderna.
2121;Pacing Sweden AB;https://www.pacing.se/;Pacing bygger intelligenta applikationer som omvandlar outnyttjad data till verkliga affärsinsikter för att effektivisera verksamheter på veckor istället för år. Företaget driver innovation genom AI-pilotprojekt som Generative Business Intelligence med LLM-driven konversationell dataanalys och Smart Document Automation. Pacing levererar mätbart värde i mångmiljardaffärer genom AI-drivna lösningar för tender-automation, försäljningsstöd, prissättning och marketing.
2095;Berget AI;https://berget.ai/;Berget AI främjar AI-suveränitet för att möjliggöra innovation och tillväxt genom öppen, hållbar och regelefterföljande AI. Företaget erbjuder EU-kompatibel inference-tjänst och AI-infrastruktur byggd av utvecklare för utvecklare, som möter organisationers behov av full kontroll och minimal miljöpåverkan. Berget AI hjälper både offentliga och privata organisationer att utnyttja AI:s kraft utan juridiska, regulatoriska eller tekniska hinder.
1759;Fortos Management Consulting;fortos.se;Fortos är den ledande transformationspartnern för framtidens fordonsindustri och mobilitet med expertis från insidan av automotive-branschen. Företaget levererar verkligt och hållbart värde genom att exekvera och implementera strategier istället för att lämna kunder med ogenomförda planer. Fortos arbetar inom områden som inköp, operations, elektrifering, autonoma fordon, hållbarhet och automotive intelligence.
1648;Twinfinity AB;http://www.twinfinity.com;Twinfinity revolutionerar fastighetsförvaltning genom molnbaserade digitala tvillingar som förenar 3D-modeller med affärsdata, driftsdata och klimatdata. Grundat 2022 med rötter från 2001 är Twinfinity ett helägt dotterbolag till Sweco som driver hållbar fastighetsutveckling genom digital innovation. Företagets plattform ger oöverträffade insikter i byggnaders prestanda och hållbarhet för att minska miljöpåverkan och optimera drift.
2114;bifrost security;https://bifrostsec.com;bifrost security erbjuder automatiserat verktyg för att härda säkerheten i molnbaserade containeriserade applikationer inom Kubernetes. Genom patenterad metodologi genererar bifrost automatiskt säkerhetsprofiler som skyddar och minimerar attackytor i molnmiljöer. Lösningen integreras på minuter, analyserar varje workload och levererar skräddarsydd säkerhet som blockerar kritiska exploateringar utan att bromsa utvecklare.
1973;PA Consulting;paconsulting.se;PA Consulting är ett globalt konsultföretag som arbetar som ett enhetligt team med expertis från strateger, innovatörer, designers, digitala experter, ingenjörer och teknologer. Företaget accelererar nya tillväxtidéer från koncept till kommersiell framgång och förnyar organisationer med ledarskap, kultur och processer för verklig transformation. PA Consulting levererar end-to-end innovation tack vare sin unika bredd av kompetens.
2075;Xolaris;http://www.xolaris.se;Xolaris grundades i Sverige 1999 som svar på ökande efterfrågan på positioneringsteknologier och utvecklade 2000 världens första kommersiella plattform för location-based services. Som svensk teknologipionjär utvecklar Xolaris lösningar enligt etiska värderingar om liv, fred och mänskliga rättigheter för att ge nationella säkerhets- och räddningsmyndigheter strategisk intelligens. Företaget skyddar medborgare och infrastruktur genom sina innovativa positioneringslösningar.
