company_id,company_name,matched_name,score,match_type,orgnr,status,city,jurform,sni,payload
1659,Upplands-AI AB,Upplands-AI AB,88,fuzzy,165594543489,9,KNIVSTA,49,62010,"{""PeOrgNr"": ""165594543489"", ""Namn"": ""Upplands-AI AB"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""MARGARETAVÄGEN 59 B LGH 1207"", ""PostNr"": ""74144"", ""PostOrt"": ""KNIVSTA"", ""COAdress"": """", ""RegDatKtid"": ""20231027"", ""Ng1"": ""62010"", ""Ng2"": ""62020"", ""Ng3"": ""63110"", ""Ng4"": ""72190"", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1668,YH Akademin,YH Akademin AB,88,fuzzy,165566148705,1,FALUN,49,85410,"{""PeOrgNr"": ""165566148705"", ""Namn"": ""YH Akademin AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 127"", ""PostNr"": ""79123"", ""PostOrt"": ""FALUN"", ""COAdress"": """", ""RegDatKtid"": ""20010820"", ""Ng1"": ""85410"", ""Ng2"": ""85600"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1681,Bilfinger Engineering and Maintenance,BILFINGER ENGINEERING & MAINTENANCE GMBH,88,fuzzy,165020903646,1,UTLANDET,96,43290,"{""PeOrgNr"": ""165020903646"", ""Namn"": ""BILFINGER ENGINEERING & MAINTENANCE GMBH"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""96"", ""Gatuadress"": ""AN DER GEHESPITZ 50 DE-63263 NEU-ISENBURG"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20220429"", ""Ng1"": ""43290"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1692,Nimo AI,Nimo AB,86,fuzzy,165593330490,9,FALUN,49,62010,"{""PeOrgNr"": ""165593330490"", ""Namn"": ""Nimo AB"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 292"", ""PostNr"": ""79127"", ""PostOrt"": ""FALUN"", ""COAdress"": ""SVENSKA STANDARDBOLAG AB"", ""RegDatKtid"": ""20210903"", ""Ng1"": ""62010"", ""Ng2"": ""73111"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1701,Nordic Intel,Nordic Intel AB,89,fuzzy,165594463506,0,LUND,49,00000,"{""PeOrgNr"": ""165594463506"", ""Namn"": ""Nordic Intel AB"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 1067"", ""PostNr"": ""22104"", ""PostOrt"": ""LUND"", ""COAdress"": ""BOLAGSPARTNER AVVECKLING"", ""RegDatKtid"": ""20230901"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1713,Capio S:t Görans Sjukhus,CAPIO S:T GÖRANS SJUKHUS AB,94,fuzzy,165564791456,1,STOCKHOLM,49,86102,"{""PeOrgNr"": ""165564791456"", ""Namn"": ""CAPIO S:T GÖRANS SJUKHUS AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""S:T GÖRANSG 141"", ""PostNr"": ""11281"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": ""EKONOMIAVD"", ""RegDatKtid"": ""19940205"", ""Ng1"": ""86102"", ""Ng2"": ""86221"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1717,Lunds kommun BSF,LUNDS KOMMUN,86,fuzzy,162120001132,1,LUND,82,85201,"{""PeOrgNr"": ""162120001132"", ""Namn"": ""LUNDS KOMMUN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""82"", ""Gatuadress"": ""BOX 41"", ""PostNr"": ""22100"", ""PostOrt"": ""LUND"", ""COAdress"": """", ""RegDatKtid"": ""19740101"", ""Ng1"": ""85201"", ""Ng2"": ""87301"", ""Ng3"": ""85100"", ""Ng4"": ""88101"", ""Ng5"": ""87201"", ""Reklamsparrtyp"": ""1""}"
1743,Brandskyddsföreningen,BRANDSKYDDSFÖRENINGEN VÄST,89,fuzzy,167585002582,9,VÄSTRA FRÖLUNDA,61,84250,"{""PeOrgNr"": ""167585002582"", ""Namn"": ""BRANDSKYDDSFÖRENINGEN VÄST"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""GRIMMEREDSVÄGEN 150"", ""PostNr"": ""42669"", ""PostOrt"": ""VÄSTRA FRÖLUNDA"", ""COAdress"": """", ""RegDatKtid"": ""19730101"", ""Ng1"": ""84250"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1747,Karlstad University,KARLSTADS UNIVERSITET,90,fuzzy,162021003120,1,KARLSTAD,81,85420,"{""PeOrgNr"": ""162021003120"", ""Namn"": ""KARLSTADS UNIVERSITET"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": """", ""PostNr"": ""65188"", ""PostOrt"": ""KARLSTAD"", ""COAdress"": """", ""RegDatKtid"": ""19770101"", ""Ng1"": ""85420"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1771,TRELLEBORGS ENERGI,Trelleborgs Energi AB,92,fuzzy,165566223185,1,TRELLEBORG,49,35300,"{""PeOrgNr"": ""165566223185"", ""Namn"": ""Trelleborgs Energi AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""RÅDHUSET"", ""PostNr"": ""23183"", ""PostOrt"": ""TRELLEBORG"", ""COAdress"": """", ""RegDatKtid"": ""20020121"", ""Ng1"": ""35300"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1775,University of Borås,UNIVERSITY OF BERN,86,fuzzy,165020840913,1,UTLANDET,96,84122,"{""PeOrgNr"": ""165020840913"", ""Namn"": ""UNIVERSITY OF BERN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""96"", ""Gatuadress"": ""VETSUISSE FACULTY LÄNGGASSSTRASSE 124 CH-3012 BERN"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20230825"", ""Ng1"": ""84122"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1776,Stability AI,STABILIT AB,87,fuzzy,165565857454,1,KALIX,49,62020,"{""PeOrgNr"": ""165565857454"", ""Namn"": ""STABILIT AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 102"", ""PostNr"": ""95222"", ""PostOrt"": ""KALIX"", ""COAdress"": """", ""RegDatKtid"": ""20000229"", ""Ng1"": ""62020"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1788,Archiblad's Adventures AB,Archibald's Adventures AB,89,fuzzy,165594711367,1,SALTSJÖ-BOO,49,70220,"{""PeOrgNr"": ""165594711367"", ""Namn"": ""Archibald's Adventures AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""MUNKKÄRRSVÄGEN 18 C"", ""PostNr"": ""13236"", ""PostOrt"": ""SALTSJÖ-BOO"", ""COAdress"": ""CATHARINA BORGENSTIERNA"", ""RegDatKtid"": ""20240209"", ""Ng1"": ""70220"", ""Ng2"": ""90030"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1830,Maria Strand,MARINA STRAND SA,86,fuzzy,165020924758,0,UTLANDET,96,00000,"{""PeOrgNr"": ""165020924758"", ""Namn"": ""MARINA STRAND SA"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""96"", ""Gatuadress"": ""BJÖRN-ARILD BACKE KIELLANDS GATE 16, 1767 HALDEN"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20230113"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1840,Styrelsen för ackreditering och teknisk kontroll (Swedac),STYRELSEN FÖR ACKREDITERING OCH TEKNISK KONTROLL,91,fuzzy,162021003815,1,BORÅS,81,71200,"{""PeOrgNr"": ""162021003815"", ""Namn"": ""STYRELSEN FÖR ACKREDITERING OCH TEKNISK KONTROLL"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": ""BOX 878"", ""PostNr"": ""50115"", ""PostOrt"": ""BORÅS"", ""COAdress"": """", ""RegDatKtid"": ""19830423"", ""Ng1"": ""71200"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1844,Swedish SNN Network,SWEDISH MUSIC NETWORK,85,fuzzy,168024293311,0,LAHOLM,61,90030,"{""PeOrgNr"": ""168024293311"", ""Namn"": ""SWEDISH MUSIC NETWORK"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""KUNGSBERG LAGAGÅRDSV 3"", ""PostNr"": ""31293"", ""PostOrt"": ""LAHOLM"", ""COAdress"": ""DICK LUNDGREN"", ""RegDatKtid"": ""20051027"", ""Ng1"": ""90030"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1850,Sveriges Riksdag,SVERIGES RIKES LAG,88,fuzzy,168025173256,0,LUND,61,94990,"{""PeOrgNr"": ""168025173256"", ""Namn"": ""SVERIGES RIKES LAG"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""RÅBYVÄGEN 15 N LGH 1004"", ""PostNr"": ""22457"", ""PostOrt"": ""LUND"", ""COAdress"": ""MATTEUS ROMARE"", ""RegDatKtid"": ""20180614"", ""Ng1"": ""94990"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1851,Reka AI,Reka AB,86,fuzzy,165569651820,9,ENKÖPING,49,69201,"{""PeOrgNr"": ""165569651820"", ""Namn"": ""Reka AB"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""HÄRKEBERGA VALGEBY 8"", ""PostNr"": ""74596"", ""PostOrt"": ""ENKÖPING"", ""COAdress"": """", ""RegDatKtid"": ""20140313"", ""Ng1"": ""69201"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1872,Beegleton,Beegleton AB,86,fuzzy,165591277669,1,NORRKÖPING,49,73111,"{""PeOrgNr"": ""165591277669"", ""Namn"": ""Beegleton AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SLOTTSGATAN 107"", ""PostNr"": ""60222"", ""PostOrt"": ""NORRKÖPING"", ""COAdress"": """", ""RegDatKtid"": ""20171005"", ""Ng1"": ""73111"", ""Ng2"": ""70220"", ""Ng3"": ""85600"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1876,Slack,Slak,89,fuzzy,194407278730,9,KÅGE,10,77390,"{""PeOrgNr"": ""194407278730"", ""Namn"": ""Kågström, Sören"", ""Foretagsnamn"": ""Slak"", ""FtgStat"": ""9"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""STORKÅGETRÄSK 31"", ""PostNr"": ""93494"", ""PostOrt"": ""KÅGE"", ""COAdress"": """", ""RegDatKtid"": ""20090604"", ""Ng1"": ""77390"", ""Ng2"": ""81290"", ""Ng3"": ""49320"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1887,Eskilstuna Strängnäs Energi och Miljö,Eskilstuna Strängnäs Energi och Miljö Aktiebolag,87,fuzzy,165569357501,1,ESKILSTUNA,49,38110,"{""PeOrgNr"": ""165569357501"", ""Namn"": ""Eskilstuna Strängnäs Energi och Miljö Aktiebolag"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": """", ""PostNr"": ""63186"", ""PostOrt"": ""ESKILSTUNA"", ""COAdress"": """", ""RegDatKtid"": ""20130704"", ""Ng1"": ""38110"", ""Ng2"": ""36001"", ""Ng3"": ""35130"", ""Ng4"": ""38120"", ""Ng5"": ""35300"", ""Reklamsparrtyp"": ""1""}"
1931,Caybon International AB,Caybon International AB,93,fuzzy,165566209002,1,STOCKHOLM,49,70100,"{""PeOrgNr"": ""165566209002"", ""Namn"": ""Caybon International AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BIRGER JARLSGATAN 43"", ""PostNr"": ""11145"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20020107"", ""Ng1"": ""70100"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1961,Karlstad Kommun,KARLSTADS KOMMUN,97,fuzzy,162120001850,1,KARLSTAD,82,87301,"{""PeOrgNr"": ""162120001850"", ""Namn"": ""KARLSTADS KOMMUN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""82"", ""Gatuadress"": """", ""PostNr"": ""65184"", ""PostOrt"": ""KARLSTAD"", ""COAdress"": """", ""RegDatKtid"": ""19740101"", ""Ng1"": ""87301"", ""Ng2"": ""85201"", ""Ng3"": ""88101"", ""Ng4"": ""85100"", ""Ng5"": ""87901"", ""Reklamsparrtyp"": ""1""}"
1965,NATO,NATCO,89,fuzzy,196504251551,0,GÖTEBORG,10,00000,"{""PeOrgNr"": ""196504251551"", ""Namn"": ""NAJDI, ALI"", ""Foretagsnamn"": ""NATCO"", ""FtgStat"": ""0"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""SANKT OLOFSGATAN 53"", ""PostNr"": ""41728"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": """", ""RegDatKtid"": ""19930409"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1974,Techlära,Techra,86,fuzzy,195810029032,9,KATRINEHOLM,10,71122,"{""PeOrgNr"": ""195810029032"", ""Namn"": ""Alexandersson, Rolf"", ""Foretagsnamn"": ""Techra"", ""FtgStat"": ""9"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""JÄMTLANDSGATAN 23"", ""PostNr"": ""64136"", ""PostOrt"": ""KATRINEHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20170105"", ""Ng1"": ""71122"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1977,Ingrid Segerstedts gymnasium,INGRID SEGERSTEDTS GYMNASIUMS ELEVKÅR,86,fuzzy,168024625314,0,GÖTEBORG,61,94990,"{""PeOrgNr"": ""168024625314"", ""Namn"": ""INGRID SEGERSTEDTS GYMNASIUMS ELEVKÅR"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""SÖDRA VÄGEN 25, BOX 53267"", ""PostNr"": ""40016"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": ""INGRID SEGERSTEDTS GYMNASIUM"", ""RegDatKtid"": ""20111103"", ""Ng1"": ""94990"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1992,Almi AB,Almis,89,fuzzy,198305063904,1,MALMÖ,10,85599,"{""PeOrgNr"": ""198305063904"", ""Namn"": ""Moraga Inzunza, Marcela"", ""Foretagsnamn"": ""Almis"", ""FtgStat"": ""1"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""KÖRSVENSGATAN 10"", ""PostNr"": ""21621"", ""PostOrt"": ""MALMÖ"", ""COAdress"": """", ""RegDatKtid"": ""20140612"", ""Ng1"": ""85599"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2000,Lund University,LUNDS UNIVERSITET,88,fuzzy,162021003211,1,LUND,81,85420,"{""PeOrgNr"": ""162021003211"", ""Namn"": ""LUNDS UNIVERSITET"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": ""BOX 177"", ""PostNr"": ""22100"", ""PostOrt"": ""LUND"", ""COAdress"": """", ""RegDatKtid"": ""19770101"", ""Ng1"": ""85420"", ""Ng2"": ""72190"", ""Ng3"": ""84122"", ""Ng4"": ""91011"", ""Ng5"": ""72200"", ""Reklamsparrtyp"": ""1""}"
2021,Studiefrämjandet Uppsala Västmanland,STUDIEFRÄMJANDET VÄSTMANLAND,88,fuzzy,168780007285,9,VÄSTERÅS,61,85593,"{""PeOrgNr"": ""168780007285"", ""Namn"": ""STUDIEFRÄMJANDET VÄSTMANLAND"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""SKRAPAN 2210  ATT. ADVOKAT STAFFAN LARSSON"", ""PostNr"": ""72210"", ""PostOrt"": ""VÄSTERÅS"", ""COAdress"": """", ""RegDatKtid"": ""19790101"", ""Ng1"": ""85593"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2048,Preem AB,Prem,89,fuzzy,195709122583,0,UPPSALA,10,00000,"{""PeOrgNr"": ""195709122583"", ""Namn"": ""Sadegh Zadeh, Elahe"", ""Foretagsnamn"": ""Prem"", ""FtgStat"": ""0"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""KUNGSÄNGSGATAN 31  LGH 1102"", ""PostNr"": ""75322"", ""PostOrt"": ""UPPSALA"", ""COAdress"": """", ""RegDatKtid"": ""20050507"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2054,Studieförbundet Vuxenskolan Väst,STUDIEFÖRBUNDET VUXENSKOLAN,92,fuzzy,168572021296,1,GÖTEBORG,61,85593,"{""PeOrgNr"": ""168572021296"", ""Namn"": ""STUDIEFÖRBUNDET VUXENSKOLAN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""ÖRNGATAN 6"", ""PostNr"": ""41667"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": """", ""RegDatKtid"": ""19710101"", ""Ng1"": ""85593"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2113,Avelon Consulting,Averon Consulting AB,86,fuzzy,165590422167,1,VÄXJÖ,49,69201,"{""PeOrgNr"": ""165590422167"", ""Namn"": ""Averon Consulting AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SÖDRA JÄRNVÄGSGATAN 4 A"", ""PostNr"": ""35229"", ""PostOrt"": ""VÄXJÖ"", ""COAdress"": ""WORLD TRADE CENTER BUSINESS CENTER"", ""RegDatKtid"": ""20151217"", ""Ng1"": ""69201"", ""Ng2"": ""62010"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2128,Stockholm Univeristy,STOCKHOLMS UNIVERSITET,86,fuzzy,162021003062,1,STOCKHOLM,81,85420,"{""PeOrgNr"": ""162021003062"", ""Namn"": ""STOCKHOLMS UNIVERSITET"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": """", ""PostNr"": ""10691"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19780101"", ""Ng1"": ""85420"", ""Ng2"": ""72190"", ""Ng3"": ""72200"", ""Ng4"": ""91040"", ""Ng5"": ""84122"", ""Reklamsparrtyp"": ""1""}"
2130,BUILD:ology,Build:ology AB,88,fuzzy,165594631011,1,GÖTEBORG,49,71121,"{""PeOrgNr"": ""165594631011"", ""Namn"": ""Build:ology AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""STAMPGATAN 8  2TR"", ""PostNr"": ""41103"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": """", ""RegDatKtid"": ""20231215"", ""Ng1"": ""71121"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2145,Almi,Almis,89,fuzzy,198305063904,1,MALMÖ,10,85599,"{""PeOrgNr"": ""198305063904"", ""Namn"": ""Moraga Inzunza, Marcela"", ""Foretagsnamn"": ""Almis"", ""FtgStat"": ""1"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""KÖRSVENSGATAN 10"", ""PostNr"": ""21621"", ""PostOrt"": ""MALMÖ"", ""COAdress"": """", ""RegDatKtid"": ""20140612"", ""Ng1"": ""85599"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2146,Stockholm stad,Stockholm T AB,86,fuzzy,165594283672,1,SOLNA,49,78100,"{""PeOrgNr"": ""165594283672"", ""Namn"": ""Stockholm T AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SVETSARVÄGEN 15"", ""PostNr"": ""17141"", ""PostOrt"": ""SOLNA"", ""COAdress"": """", ""RegDatKtid"": ""20230331"", ""Ng1"": ""78100"", ""Ng2"": ""63110"", ""Ng3"": ""69201"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2162,Utbildningsradion,UTBILDNINGSFRONT,85,fuzzy,194312160338,9,STOCKHOLM,10,00000,"{""PeOrgNr"": ""194312160338"", ""Namn"": ""Sporrong, Sigfrid Christer Stephan"", ""Foretagsnamn"": ""UTBILDNINGSFRONT"", ""FtgStat"": ""9"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""ÅSÖGATAN 71  LGH 1502"", ""PostNr"": ""11829"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19890924"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2202,Nimble & Co,Nimble & co AB,88,fuzzy,165592899495,1,GÖTEBORG,49,70220,"{""PeOrgNr"": ""165592899495"", ""Namn"": ""Nimble & co AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""CHALMERSGATAN 26"", ""PostNr"": ""41135"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": ""VERONICA STENBERG"", ""RegDatKtid"": ""20201218"", ""Ng1"": ""70220"", ""Ng2"": ""73111"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2203,Nackastrandsgymnasium,Nacka Strands Gymnasium AB,89,fuzzy,165566765995,1,NACKA STRAND,49,85311,"{""PeOrgNr"": ""165566765995"", ""Namn"": ""Nacka Strands Gymnasium AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 1126"", ""PostNr"": ""13126"", ""PostOrt"": ""NACKA STRAND"", ""COAdress"": """", ""RegDatKtid"": ""20050224"", ""Ng1"": ""85311"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2208,Berghs School of Communication,BERGHS SCHOOL OF COMMUNICATION AB,95,fuzzy,165561350355,1,STOCKHOLM,49,85594,"{""PeOrgNr"": ""165561350355"", ""Namn"": ""BERGHS SCHOOL OF COMMUNICATION AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""CO BERGHS SOC BOX 1380"", ""PostNr"": ""11193"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19720101"", ""Ng1"": ""85594"", ""Ng2"": ""68203"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2212,Försvarets materielverk (FMV),FÖRSVARETS MATERIELVERK,88,fuzzy,162021000340,1,STOCKHOLM,81,84222,"{""PeOrgNr"": ""162021000340"", ""Namn"": ""FÖRSVARETS MATERIELVERK"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": """", ""PostNr"": ""11588"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19750101"", ""Ng1"": ""84222"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
2253,Universitets- och högskolerådet (UHR),Universitets- och högskolerådet,91,fuzzy,162021006487,1,SOLNA,81,84122,"{""PeOrgNr"": ""162021006487"", ""Namn"": ""Universitets- och högskolerådet"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": ""BOX 4030"", ""PostNr"": ""17104"", ""PostOrt"": ""SOLNA"", ""COAdress"": """", ""RegDatKtid"": ""20130101"", ""Ng1"": ""84122"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
