id;name;website;type;scraped_text;meta_description;sectors;domains;dimensions;ai_capabilities;status;status_code
2148;GF Piping System;https://www.gfps.com/sv-se.html;corporation;"GF slutför förvärvet av VAG-Group. GF har framgångsrikt slutfört förvärvet av VAG-Group, en välrenommerad global tillverkare och leverantör av ventillösningar i metall för vattenförsörjning, med bas i Mannheim (Tyskland). Läs mer Vridspjällventil 565 Vridspjällventil 565 av plast är den idealiska lösningen för pålitlig flödeskontroll i alla applikationer för vatten och vattenbehandling. Den lättmanövrerade och lättviktiga plastventilen är tillgänglig i både inspännings- och LUG-utförande och täcker många användningsområden. Läs mer IR-63 M Infraröd svetsmaskin GF Industry and Infrastructure Flow Solutions utvecklade den beprövade och pålitliga IR-svetsmetoden och kombinerade den med den senaste spjutspetsteknologin för högre precision, ökad effektivitet och orubblig tillförlitlighet för dina installationer. Läs mer ""Excellence in Flow"": GF tar steget in i framtiden Vår nya varumärkesdeklaration ""Excellence in Flow"" beskriver vilka vi är och vad GF står för – att leverera överlägset kundvärde genom vårt engagemang för kvalitet, innovation och hållbarhet. På så sätt formar vi framtiden för flödeslösningar över hela världen. Läs mer Sömlös anslutning Toppmodern processautomation med digital kommunikationsteknik som Industrial Ethernet med EtherNet/IP-, PROFINET- och Modbus TCP-protokoll. Förbättra effektiviteten i din anläggning med digital fältanslutning. Läs mer Förtroende är allt Vi tillverkar rörsystem. Men det är så mycket mer. Det handlar om lösningen, inte systemet. Det handlar om problemlösning och hållbar innovation. Det handlar om att forma framtiden med människor du kan lita på. Se video Läs mer Tidigare Nästa Paus Spela upp VAG-Group Butterfly Valve 565 IR-63 M Infrared Fusion Machine ""Excellence in Flow"": GF tar steget in i framtiden Seamless Connectivity Trust is everything Nedladdnings center Våra system Innovation En resa fylld av tillväxt och innovation Georg Fischer, med över 200 års historia, grundades av Johann Conrad Fischer 1802. Från att ha varit ett litet kopparsmältverk har det vuxit till en global industriledare. I slutet av 1800-talet började företaget producera rördelar av formbart gjutjärn, vilket utgjorde grunden för GF Industry and Infrastructure Flow Solutions (aiemmin GF Piping Systems). Idag är GF Industry and Infrastructure Flow Solutions en ledande leverantör av rörsystem för säker och tillförlitlig transport av vätskor och gaser. Kundfokus och innovation samt hållbarhet fortsätter att vara företagets kärnvärden. Hur kan vi hjälpa dig idag? Ägare Letar du efter rätt partner för att utveckla ditt projekt på ett hållbart sätt? Våra rörsystem är underhållsfria, kostnadseffektiva och har lång livslängd. Connections for Life Online verktyg Processautomation Hållbarhet Våra system OEM Är du en OEM som letar efter en pålitlig leverantör av rörsystem? Hitta viktig information och lösningar som är skräddarsydda för att förbättra kvaliteten och effektiviteten i dina tillverkningsprocesser. BIM CAD Deklarationer & Certifieringar Handböcker Online verktyg Ingenjör Är du planerare, konsult, konstruktör eller stödjer du konstruktionen av ett rörsystem? Hitta alla relevanta data för att göra din kunds projekt till en framgång. CONNECT Hub Konstruktionssupport Nedladdningar Engineering Online verktyg Planning Fundamentals Våra system Distributör Söker du en tillverkare och leverantör av rörsystem? Med representation i 34 länder är vi din partner för att säkerställa lokal support över hela världen. Verktyg för att bedöma kemikaliebeständighet CONNECT Store Nedladdningscentralen Flödesberäknare Online verktyg Verktyg för ventildimensionering Annat Letar du efter något annat? Oroa dig inte, oavsett om du är nybörjare eller letar efter mer har vi valt ut de viktigaste resurserna för att navigera genom vår hemsida. Nedladdningscentralen Karriärmöjligheter Hållbarhet Global Academy Kontakta våra experter Globala marknadsledare inom rörindustrin sedan 1802 Ett urval av vårt produktsortiment Mätning Klor Konduktivitet / Resistivity Upplöst syre (DO) Flöde Nivå pH/ORP Temperatursensorer Trycksensorer Sändare Rör Dubbelrörsystem Flerskiktsrör Plaströr Förisolerade rör Plastventiler Kulventiler Vridspjällventiler Kontrollventiler Membranventiler Tryckregleringsventiler Solenoid Valves Ventilations- och avluftningsventiler Reglerventiler för vattendistribution Letar du efter mer? Klicka nedan för att få tillgång till hela vår katalog och hitta exakt vad du behöver. Nu, allt på ett ställe! Hela produktkatalogen Industrier Batteriproduktion Med över 60 års erfarenhet tillhandahåller GF Industry and Infrastructure Flow Solutions branschledande flödeslösningar för hållbar batteriproduktion. Våra plast rör är skräddarsydda för batteritillverkning och andra industriella tillämpningar och erbjuder korrosionsfria alternativ till traditionella metallösningar. Visa mer Kemisk Processindustri Att förbättra anläggningens prestanda, säkerhet och riskhantering samtidigt som ESG-mål uppfylls är avgörande för GF Indus...";GF Industry and Infrastructure Flow Solutions is the leading supplier of piping systems for the safe and reliable transport of liquids and gases. Customer-centric innovation and sustainability continue to be its core values.;Manufacturing;;;;success;200
1334;Segula Technologies AB;https://sverige.segulatechnologies.com/sv/;supplier;Global webbplats Sverige Om oss EXPERTIS NYHETER Kontor Karriär sv en Om oss På Segula Technologies levererar vi innovativa tekniklösningar och topptalanger för att hantera utmaningar inom mobilitet, industri och hållbarhet. Genom att stärka vårt teams tillväxt tillhandahåller vi exceptionella ingenjörstjänster som överträffar förväntningarna. Som en pålitlig långsiktig partner för teknikintensiva tjänster är vi specialiserade på att stödja fordonsindustrin genom hela produktutvecklingscykeln, med expertis inom inbäddad teknik, IT och Mekanik. Upptäck EXPERTIS Komplett utveckling från en enda källa Som en pålitlig och långsiktig partner inom teknikdrivna tjänster erbjuder vi omfattande stöd till fordonsindustrin under hela produktutvecklingens livscykel. Vår expertis är centrerad kring tre viktiga områden: Inbyggda system Upptäck IT UPPTÄCK Mekanik Upptäck Nyheter- Segula Sverige Spännande saker händer på Segula Technologies Sverige! Kolla in de senaste nyheterna, uppdateringarna och innovationerna när vi fortsätter att växa och utvecklas. Håll ögonen öppna - det finns mer att komma med! Nyheter Kontor Segula Technologies i Göteborg Masthamnsgatan 1 413 27 Göteborg Sverige Segula Technologies i Stockholm Rosenlundsgatan 56 118 63 Stockholm Sverige;SEGULA Technologies is a global engineering group, serving the competitiveness of all major industrial sectors: automotive, aerospace, energy, rail, naval, life sciences and telecoms. With a presence in over 30 countries and 140 offices worldwide, the Group is committed to building close relationships with its customers through the skills of its 15,000 employees. A leading engineering company with innovation at the heart of its strategy, SEGULA Technologies carries out large-scale projects, from research to industrialisation and production.;Retail, Automotive, Research, Healthcare & Life Sciences, Information Technology, Telecommunications, Transportation & Logistics;Research & Development, IT & Software, Engineering;;;success;200
1910;Drake Analytics AB;https://www.drakeanalytics.se/;supplier;Hoppa till innehåll Datadrivna beslut - Nyckeln till framgång! Vi är drake analytics Och vi är här för att ta hand om er data. Effektivitet blir möjlig när allt har sin plats. När alla boxar är ifyllda och information finns tillgänglig där den behövs. Då kan ni visualisera processen och agera baserat på den data ni har framför er. Mindre stress. Mindre förvirring. Mer datadrivna beslut. Börja ta datadrivna beslut Drake Analytics hjälper företag och organisationer att använda sin data strategiskt genom att skapa förståelse och insikter som leder till lösningar av komplexa affärsproblem. Vi är ett passionerat team av konsulter, strateger och analytiker som strukturerar er data så att ni lättare kan ta beslut som driver ert företag framåt. Ett gäng som älskar data och att lösa problem för alla i er organisation. Våra tjänster ANALYTICS & REPORTING Business Intelligence (BI) handlar om att omvandla data till insikter som ni kan agera på. Vi levererar anpassade analys- & rapporteringslösningar som kan användas av alla medarbetare i din organisation. Läs mer AI & Automation Hos oss är AI inte en nyhet. Vi har lång erfarenhet inom AI och Machine Learning och har alltid sett det som en naturlig del av Drake Analytics. Vi utvecklar personliga AI-agenter som är skapade för just er och ert behov. läs mer Data Management För att ni ska kunna analysera och agera på all den data och information ni har, så måste den vara strukturerad och tillgänglig. Vi organiserar, strukturerar och transformerar er data, vare sig den finns lokalt eller i molnet. läs mer Process transformation Vi visulaiserar hur era processer faktiskt ser ut. Det ger er insikter och den transparens som krävs för att anpassa verksamheten efter era mål och visioner. läs mer Några kunder vi jobbar med Upptäck Microsoft Fabric Med Fabric blir det smidigare än någonsin att visualisera, rapportera och strukturera data. Vi på Drake Analytics styr löpande upp både webinar och frukostevent där vi visar hur du och ditt team kan skapa egna rapporter och visualiseringar med Power BI, Qlik eller andra verktyg – utan långa väntetider eller krångliga processer. läs mer NYFIKEN PÅ VAD ER DATA KAN GÖRA? Bakom alla siffror finns information som kan förändra er verksamhet! Med rätt analys kan ni identifiera nya möjligheter, effektivisera processer och fatta smartare beslut. Genom Business Intelligence, Dataplattformar, AI och Process Mining kommer ert företag enklare nå era mål och se en mer strömlinjeformad verksamhet där alla kan ta del av datan. Vill ni veta vad er data egentligen betyder? Hör av er, så kan vi prata igenom det! Kontakta emil Med er hela vägen Vårt mål är att jobba direkt med alla nivåer inom er verksamhet för att verkligen förstå era behov och vad vi kan hjälpa er med. Tillsammans kommer vi fram till lösningar som hjälper hela företaget och som ni kommer kunna fortsätta använda även efter vi har satt grunderna. Vi bockar inte bara av checklistor, vi förstår vad, hur och varför! Vi bygger nära relationer med våra kunder, oavsett var i världen de befinner sig och ser till att vi lämnar er på ett ställe där ni kan fortsätta ta datadrivna beslut som förbättrar ert företag. Branscher vi jobbar med Lite mer om vad vi gör På Drake Analytics bygger konsulterna Business Intelligence-lösningar från grunden. Det innebär att vi: Diskuterar med era intressenter på konceptuell nivå. Samarbetar med teknisk personal inom er IT-organisation. Utvecklar och designar lösningar med både teknisk kompetens och öga för design. Utbildar er personal och användare. Driver vidareutveckling och hittar nya sätt att hjälpa er. Vill du jobba med oss? För att kunna hjälpa våra kunder på bästa sätt behöver vi de bästa, vassaste, mest fenomenala och talangfulla medarbetare man kan tänka sig. Vill du veta mer eller ansöka om att jobba med oss? Kontakta oss nedan! Jobba med oss Vill du vara först med att veta det senaste? Förnamn Efternamn E-post Prenumerera på nyhetsbrev;Vi är Drake Analytics. Vår starka övertygelse är att man med Data och Analytics, – och genom att tillhandahålla kunskap på alla nivåer – kan öka såväl den interna som den externa effektiviteten och på så sätt skapa värde. Drake Analytics hjälper organisationer i alla möjliga branscher och storlekar att strategiskt använda sin data för att lösa komplexa affärsproblem. Vi är helt oberoende, täcker alla aspekter av Data Analytics och förser våra kunder med expertkunskap inom Business Intelligence, Advanced Analytics, Process Mining och Robotic Process Automation. Våra kontor finns i Linköping, Jönköping, Göteborg och Stockholm.;Civil Society, Retail, Energy, Financial, Automotive, Research, Mining & Steel, Healthcare & Life Sciences, Information Technology, Municipality, Consulting & Advisory, Food & Farming, Authority & Agency, Travel & Tourism, Space, Forestry & Wood, Telecommunications, Manufacturing, Transportation & Logistics, Education, Media, Region;Child Protection, Accounting & Finance, Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Legal & Compliance, Culture & Leisure, Customer Service & Support, Management & Leadership, Marketing & Communications, Environment, Operations, Human Resources, Production, Urban Development, Social Services, Security, Sales, Engineering, Traffic & Infrastructure, Education & Learning, Innovation;Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data;;success;200
2026;Huddinge kommun;https://www.huddinge.se;publicsector;Huddinge är en växande Stockholmskommun med närhet till både stad och natur. Huddinge är Stockholms läns näst största kommun med 114 000 invånare, 10 000 företag och 7 000 medarbetare. Vår vision är att blir en av de tre populäraste kommunerna i Stockholms län att bo, besöka och verka i.Som medarbetare hos oss är du en viktig samhällsbyggare. Tillsammans skapar vi ett hållbart samhälle för alla som bor, besöker och arbetar i Huddinge. Därför söker vi fler drivna och ansvarsfulla medarbetare som vill vara med och skapa ett hållbart samhälle.I Huddinge finns 10 000 företag och 48 000 arbetstillfällen. Näringslivet är mångsidigt och varierat, vilket bidrar till en stark entreprenörsanda.;Huddinge har en ung befolkning och växer snabbt – med över 114 000 invånare den största kommunen i länet efter Stockholms stad. Huddinge ligger bara 15 minuter från Stockholm C och kännetecknas av stark utveckling, unika naturmiljöer och ett mångsidigt näringsliv.;Municipality;;;;success;200
1880;IST Group;https://www.ist.com;corporation;I över 40 år har vi förenklat vardagen i skolan. Hälften av oss som arbetar här har en bakgrund som lärare eller skolledare, vilket gör att vi förstår verksamheten. Tillsammans ser vi till att alla får möjlighet att lära sig mer. Över 5 miljoner användare. 400 anställda och 9 kontor. Från Kiruna i norra Sverige till München i södra Tyskland. Vi är Skandinaviens främsta edtechföretag!;IST is Scandinavia's leading edtech company with home markets in Sweden, Norway, Denmark and Germany. For more than 30 years we've been working with schools to make sure teachers, students, parents and managers have the tools and support they need to do their job as efficient and with as much quality as possible. We believe everyone is entitled to a good school and we use our experience, knowledge and technology to contribute to a society where everyone learns more.   The IST offer consists of products, solutions and services for administration, learning, scheduling and home (parents).   Our 400 TwISTers are our most valuable asset and we value their individuality, as we know it's our differences that make us great. About half of them have a background as teachers or school leaders. Some of the roles at IST are product owner, software developer, tester, business developer, consultant (e.g. for learning or organizational development), product manager, communication manager, IT technician and support technician. ;Education;IT & Software;Technology;;success;200
1652;Scling;https://www.scling.com/;supplier;Industrialised data engineering. Custom data and AI engineering, as the data leaders do it. Data engineering is the key to creating sustainable value from data and AI — the differentiator between prototypes and reliable, responsible products that yield return on investment. The people behind Scling have built some of the most impactful and cost-effective data platforms and data engineering solutions in Scandinavia. Our mission is to enable companies with the same data and AI superpowers as the born-digital, technical elite companies. Whether you want AI-powered product features, analytics, business process automation, or autonomous agents, effective data engineering is essential. Scling provides custom data engineering solutions based on the “industrial” data engineering principles that the most data-mature companies use, which deliver speed and cost efficiency that cannot be matched using other methods.;Scling offers partnership solutions for extracting value from data, by building and operating data platforms and data flows for our customers.;Consulting & Advisory;IT & Software, Management & Leadership, Operations, Engineering;Execution, Competence & Expertise, Organization, Technology, Data;;success;200
1819;Inera AB;inera.se;publicsector;Inera är ett digitaliseringsbolag som bidrar till att utveckla välfärden. Vi är Sveriges digitala ingång till hälsa, vård och omsorg och utvecklar digital infrastruktur för en sammanhållen välfärd. Vi arbetar på uppdrag av kommuner och regioner. Vår vision är världens mest innovativa och omtänksamma välfärd.;Inera skapar förutsättningar för att digitalisera välfärden genom att tillhandahålla en gemensam digital infrastruktur och arkitektur.;Municipality, Region;IT & Software, Innovation;;;success;200
1626;KDC SWEDEN;kdc.se;supplier;KDC | Tjänster inom webb- och mobilapplikationsutveckling. Hållbart värde med nära samarbete.En förutsättning för att skapa IT-lösningar med långsiktigt hållbart värde för våra kunder är ett relationsfokuserat samarbete med ömsesidighet och förtroende. Lyhördhet, kvalitet och en ständig lärandeprocess anser vi utgör grunden i att skapa hållbara resultat både i den interna organisationen men inte minst i samarbetet med våra kunder. Vi är specialister i arbetet med att tillvarata de möjligheter som digitaliseringen för med sig och de affärsstrategiska utmaningar som digitaliseringsresan innebär.;;;;;;success;200
1733;Klarna Bank AB;klarnabank.com;corporation;Klarna – The smarter way to shop and pay. Klarna is the AI-powered global payments and commerce network, on a mission to make shopping smarter and more flexible. Trusted by over 111 million shoppers, Klarna processes 2.9 million transactions daily, providing payment solutions that empower consumers and drive merchant growth. With Klarna, shoppers have the freedom to pay their way—in full, later, or through financing—providing flexibility while seamlessly connecting merchants with high-intent shoppers driving conversions and customer satisfaction. More than 790,000 merchant partners—including Uber, H&M, Saks, Sephora, Macy’s, IKEA, Expedia Group, Nike, and Airbnb—leverage Klarna’s payment options, and marketing solutions to enhance the shopping experience and build long-term customer loyalty. From payments to personalized shopping, Klarna is shaping the future of commerce. Klarna was founded in Stockholm, Sweden and now has offices in Stockholm, London, New York, Berlin and many more. We offer products and services to consumers and retailers within payments, social shopping, and personal finances;;Financial;;;;timeout;
1867;Konsumentverket;https://www.konsumentverket.se;publicsector;Konsumentverket är en myndighet som ansvarar för frågor om köp av varor och tjänster. Vi finns i Karlstad och har cirka 190 anställda. Tillsammans bidrar vi till en säkrare marknad där både konsumenter och företag vet vad som gäller. På Konsumentverket arbetar vi med konsumentnytta i fokus. Våra frågor berör alla. Vi arbetar med tillsyn och information till företag och ger vägledning till tusentals konsumenter varje månad. Tillsammans med engagerade kollegor bidrar du till att göra konsumentvardagen bättre för 10 miljoner konsumenter. Våra medarbetare har många olika yrkesroller och utbildningsbakgrunder. Hos oss hittar du bland annatjurister, processråd, juridiska rådgivare, vägledare, utredare, kommunikatörer, webbsamordnare, IT-projektledare och systemförvaltare. Regeringen ger oss återkommande nya uppdrag som gör att vi behöver skaffa oss bästa möjliga kunskap om konsumenter och deras förutsättningar. Vi gillar att prova nya vägar och vill ständigt utvecklas. Vi samverkar aktivt med många olika aktörer inom bland annat näringslivet, andra myndigheter och rådgivningsbyråer. I vårt internationella arbete ligger fokus på EU-samarbete, men vi deltar också i nordiska och globala forum för konsumentfrågor.;Konsumentverket bidrar till väl fungerande marknader för både konsumenter och företag. Du som är konsument kan få kostnadsfri vägledning av oss.;Authority & Agency;Customer Service & Support;;;success;200
2066;Bixia AB;https://www.bixia.se/;corporation;Kraft från naturen. Nära dig. Våra elavtal – teckna idag! Sänk dina elkostnader med våra tjänster Jämför elavtal Betala ett fast pris per kilowattimme, dra fördel av dygnets billigaste kvartar med ett kvartsprisavtal eller njut av enkelheten med vårt rörliga pris. Alltid 100 % förnybar el. >>> Sänk dina elkostnader med solceller Vi erbjuder högkvalitativa solpaneler, lösningar anpassade efter ditt tak och dina behov och installation av certifierade experter. Gör en lönsam investering redan idag. >>> Full koll på elen i Mitt Bixia Ta kontroll över din elförbrukning och dina elkostnader i Mitt Bixia – en app full av viktiga insikter och smarta funktioner för ditt hem. Ladda ner appen idag! >>> Se alla våra energitjänster Vanliga frågor och svar Har du frågor om ditt elavtal, din faktura eller appen Mitt Bixia? Här hittar du svar på de vanligaste frågorna om våra avtal och energitjänster. Frågor och svar Aktuellt Följ din elförbrukning i realtid Är du nyfiken på hur mycket el ditt hushåll förbrukar i realtid? Med vår realtidsmätare kan du enkelt ta kontroll över din elförbrukning i appen Mitt Bixia. Beställ realtidsmätare Elsituationen – 21 oktober och prognos framåt Elpriset påverkas av en mängd olika faktorer. Våra elhandelsexperter beskriver läget på marknaden och hur till exempel oro i omvärlden, vädret och problem med kärnkraften påverkar elpriset. Elsituationen just nu Nu sätts spotpriset per kvart Från och med 1 oktober mäts och prissätts elförbrukningen per kvart. Det innebär att alla timprisavtal blir kvartsprisavtal. Här kan du läsa mer om det nya avtalet och vem det passar för. Elavtal med kvartspris Elmarknaden Så fungerar Sveriges elmarknad Hur fungerar den svenska elmarknaden och varför påverkas elpriserna i Sverige av övriga Europa? Det finns många faktorer som påverkar den svenska elmarknaden. Här går vi igenom dem! >>> Bixia förklarar begrepp i elbranschen Det finns en uppsjö av termer inom elbranschen som inte är så lätta att förstå sig på. Här förklarar vi förkortningar och försöker reda ut några av begreppen som ofta används. >>> Nyheter 2025-11-04 Bixia och JAK Medlemsbank inleder samarbete – ger kunderna tillgång till hållbara elavtal Elhandelsbolaget Bixia och JAK Medlemsbank inleder ett samarbete som innebär att bankens medlemmar erbjuds elavtal med 100 procent förnybar energi. Samarbetet syftar till att utveckla JAKs hållbarhetsarbete och stärka kunderbjudandet genom förmånliga energitjänster från Bixia. JAK Medlemsbank är en medlemsägd bank som i 60 år har verkat utan vinstsyfte, med målet att bidra till ett mer hållbart samhälle – för människan, miljön och ekonomin. Från och med november 2025 får medlemmarna i JAK Medlemsbank, både privatkonsumenter och företagskunder, möjlighet att teckna hållbara elavtal med Bixia. Samtidigt får de tillgång till rådgivning och energitjänster som syftar till att bidra till en mer hållbar energianvändning. – Vi är mycket glada över att inleda ett samarbete med JAK Medlemsbank, som liksom oss har ett starkt hållbarhetsfokus. Genom samarbetet får vi möjlighet att stötta JAK i deras hållbarhetsresa och erbjuda hållbara energitjänster och produkter till deras medlemmar, säger Stefan Takac, affärsenhetschef på Bixia. För JAK Medlemsbank är samarbetet ett steg i att utveckla kundrelationen med fler partners som bidrar till en hållbar utveckling. – Att samarbeta med Bixia ligger helt i linje med vårt hållbarhetsarbete. De delar våra höga ambitioner om en hållbar framtid, och genom deras erbjudande om lokalproducerad, förnybar el och rådgivningstjänster kan vi stärka vårt medlemserbjudande och bidra till ökad medlemsnytta, säger Maria Bolin, vd på JAK Medlemsbank. Energirådgivning och förmånliga avtal Förutom elavtal erbjuds medlemmarna tillgång till energirådgivning och olika energitjänster från Bixia. Syftet är att stötta medlemmarna till en mer medveten energianvändning. För mer information kontakta: Stefan Takac, Affärsenhetschef, Bixia Telefon: 073-097 99 43 E-post: stefan.takac@bixia.se Maria Bolin, VD, JAK Medlemsbank Telefon: 0500-46 45 10 E-post: maria.bolin@jak.se Presskontakt Bixia Telefon: 013-20 91 40 Läs mer 2025-10-24 Nya allmänna avtalsvillkor för elhandel införs 2026 2025-10-21 Fyra klimatinitiativ till final i Bixia Klimathjälte 2025 – kan vinna 250 000 kronor × Ok;Gör en god insats för miljön – välj förnybar el från sol, vind och vatten via lokala producenter. Varmt välkommen till Bixia – vi gör skillnad.;Energy;Sales;Organization;;success;200
1504;Folksam;folksam.se;corporation;Kundservice Livet kan vara krångligt Sparande och försäkring ska inte vara det. Samla dina försäkringar hos oss och få rabatt. Vilka rabatter får du? Din webbläsare stödjer inte html video Försäkringar och sparande Bilförsäkring Hemförsäkring Sparande Villaförsäkring Barnförsäkring Hundförsäkring Olycksfallsförsäkring Livförsäkring Tjänstepension Företagsförsäkringar Se alla våra försäkringar Vad kan vi göra för dig? Om något har hänt Om det har hänt dig, din familj eller dina saker något gör du din skadeanmälan här på vår webb. Anmäl din skada Få full koll i vår mobilapp I vår mobilapp har du full koll på allt som rör dina försäkringar, ditt sparande och dina skadeärenden. Ladda ner appen Kundservice – vi hjälper dig! Här får du svar på vanliga frågor om försäkringar och sparande och hjälp att komma vidare med ditt ärende. Kundservice Aktuellt just nu Folksam testar bilbarnstolar Se vilka bilbarnstolar som klarade sig bäst i 2025 års test och som rekommenderas av våra trafiksäkerhetsforskare. Visa resultatet Hälsostöd i din sjukförsäkring Ring och prata med rätt expert, gör det certifierade hälsotestet och få hjälp och stöd tidigt när du mår dåligt. Läs mer om Hälsostöd Resebevis till utlandsresan Ta med ett personligt resebevis som visar att du är försäkrad om du behöver sjukvård utomlands. Beställ resebevis Contact us in other languages Select language Svenska English Arabic Bosnian Croatian German Kurdish (north) Kurdish (south) Persian Polish Russian Serbian Spanish Turkish We speak English Hablamos Español Wir sprechen Deutsch نحن نتحدث العربية Mówimy po polsku Мы говорим по-русски Tillsammans delar vi på riskerna;Folksam försäkrar flest hem och 900 000 bilar i Sverige. Utöver försäkringar erbjuder vi sparande- och pensionsprodukter.;Financial;;;;success;200
1635;Flow Innovate Sweden AB;https://flowinnovate.com/;startup;Leading Provider of Retail Tech.;Physical stores missed digitalization. Will they miss AI too? The era of inefficiency is over. AI-powered retail belongs to the future.AI won’t replace physical retail - but retailers using AI will.;Retail;IT & Software, Innovation;Technology;;success;200
1964;Kapharos;kapharos.se;startup;Leading the way in health, care and development through research, training and project management. Available for short and long-term project collaborations.;Welcome to Kapharos! I will help you with development, research and education within AgeTech, HealthTech and neurocognitive disorders.;Consulting & Advisory;Sustainability / Ethics / CSR, Social Services, Education & Learning;Competence & Expertise;;timeout;
2061;Lindahl;lindahl.se;corporation;Lindahl är en affärsjuridisk advokatbyrå som arbetar under insikten att det är viktigare att hitta lösningar än problem. Med lång erfarenhet, starkt engagemang och hög kompetens inom affärsjuridikens alla områden strävar vi efter att leverera en rak och tydlig rådgivning, med affärsnyttan i fokus. Vårt mål är att hjälpa varje klient nå sin fulla potential, vare sig det handlar om skräddarsydda eller mer standardiserade lösningar.  Advokatfirman Lindahl är en av Sveriges ledande och största affärsjuridiska byråer, med över 300 medarbetare på våra sex kontor som finns i Stockholm, Göteborg, Malmö, Uppsala, Örebro och Helsingborg.  ;;Consulting & Advisory;Legal & Compliance;Technology;;success;200
1670;Maverick at Nexer AB;https://nexergroup.com/sv/maverick/vi-ar-maverick/;corporation;Maverick was founded in 2010 by Nexer (former Sigma IT). Today, the agency has grown to be a creative force in a digital habitat. A new kind of communication consultancy set up for times of digitalization.  Maverick is a full-service digital agency. We deliver research, strategy, concept, design and production for clients such as AstraZeneca, TylöHelo, Sigma IT and Volvo Cars.The Maverick offer comprises four business areas:- Branding- Change communication- Content marketing- Tech innovation. And includes disciplines like art direction, copwriting, UX, front-end, media production, project management, and strategy planning. You find Maverick in Gothenburg, Stockholm, Malmö and Bangalore. And of course, through Sigma IT’s network of offices.;Upplev Maverick: ett djärvt och kreativt kollektiv inom Nexer. Vi kombinerar innovation med kreativitet för att driva förändring. Upptäck mer om oss idag!;Automotive, Healthcare & Life Sciences, Education;;;;success;200
1760;Blackwell Medtech;https://www.blackwell.se/;startup;Mer fokus på patienten – mindre på administration Vår digitala kollega ALMA nyttjar kraften i befintlig journaldokumentation. Hon analyserar journaldata och hjälper dig att fatta beslut. Det ökar patientsäkerheten och effektiviteten, samtidigt som det förbättrar din arbetsmiljö. ALMA förbättrar kvaliteten i vården och ökar patientsäkerheten genom att helt automatiskt gå igenom hela journalen vid varje patientmöte. Hon informerar om behandlingar som inte följer riktlinjer eller rekommendationer och föreslår åtgärder. Dessutom tar hon också fram färdiga förslag på remisser, provbeställningar och läkemedelsordinationer. Det administrativa arbetet går snabbare och smidigare – och du får mer tid till patienten. ALMA kräver heller inte mycket av dig. Hon fungerar ihop med ert befintliga journalsystem och är enkel att komma igång med. LÄS MER OM ALMA Nyheter Klart för pilot med Capio i Region Värmland Syftet är bland annat att kvalitetssäkra olika delmoment och processer inför ett eventuellt framtida breddinförande av ALMA. Piloten genomförs tillsammans med Capio… Karolinska tar nästa steg - utökar pilot med ytterligare verksamheter Nu har rapporten från pilotutvärderingen av ALMA på Karolinska släppts. Det positiva resultatet gör att Karolinska universitetssjukhuset öppnar upp för ALMA på flera verksamheter. ALMA blir en del i nytt kunskapscenter för Osteoporos ALMA är en del av lösningen när Karolinska Universitetssjukhuset i Huddinge inrättar ett nytt osteoporoscentrum med målet att minska antalet benbrott som beror på benskörhet. Case ALMA varnar för läkemedel En läkare tänker skriva ut recept på bisfosfonater till en patient med benskörhet. ALMA ser att patienten haft läkemedlet längre än rekommenderad tid, och varnar. ALMA upptäcker allvarlig sjukdom Tack vare ALMA hittar en läkare en ovanlig sjukdom och risken att patienten får men eller skador av sjukdomen minskar avsevärt. Metforminbehandling och stigande Kreatinin ALMA varnade att patienten stod på Metformin och hade ett förhöjt njurvärde. Kombinationen kan vara väldigt allvarlig. Några av våra kunder och samarbetspartners;;;;;;success;200
1871;Mint;https://mint.se;corporation;Mint rådger och hjälper företag att bli kundfokuserade. Vår vision är att möta organisationers digitaliseringsbehov med konsulttjänster som snabbt skapar värde för våra kunder - vi stöttar digitalisering inifrån. Roller vi erbjuder: Vi kompletterar och stärker organisationer i förändring i roller som t.ex. interimsledare, projekt-/programledare, systemarkitekt, utvecklare, team-lead, CTO, CDO, marknads-/kommunikationschef, produktägare, strateg etc.;Vi är ett gäng seniora konsulter med lång erfarenhet inom ledarskap, affärsutveckling, tech och design.;Consulting & Advisory;IT & Software, Management & Leadership, Innovation;;;success;200
